Age Certification,Description,Genres,Id,Imdb Id,Production Countries,Release Year,Title,Type,Imdb Score,Imdb Votes,Runtime,Seasons,Tmdb Popularity,Tmdb Score
,"Furniture supplier Ram is happily married to Charmaine. One day, Ram lands a big client, a new luxury resort. But he needs the help of Kara, the daughter of the owner of the resort, to finalize the deal. Kara's help, however, comes with a price, because she fancies Ram to be her lover. Not before long, Kara successfully seduces Ram, even though she knows about his marriage. When Charmaine learns of the affair, she finds ways to fight for her husband's waning attention.","['romance', 'drama', 'thriller']",tm159623,tt2057445,['PH'],2011,No Other Woman,MOVIE,5.9,311,104,,1.583,4
TV-14,"The In-Laws is a Singaporean Chinese drama which was telecasted on Singapore's free-to-air channel, MediaCorp Channel 8. It made its debut on 12 April 2011 and will end on 30 May 2011. This drama serial consists of 35 episodes, and was screened on every weekday night at 9.00 pm. It is currently encoring from 1 February 2012 to 20 March 2012.

It stars the award-winning veteran Hong Kong actress Louise Lee who also acted in the locally produced Portrait of Home back in 2005.

The series title éº»å©†æ–—å¦‡ is a play on a spicy tofu and beef dish from Sichuan called ""Pockmarked Lady's Beancurd"".","['family', 'drama']",ts60663,tt12199688,['SG'],2011,The In-Laws,SHOW,,,44,1,1.771,
,A man takes revenge on his sister by hiring her as his personal assistant.,"['comedy', 'drama']",tm34646,tt2590214,['PH'],2012,Sisterakas,MOVIE,5,285,110,,3.424,5.1
TV-14,"Yours Fatefully is a Singaporean Chinese drama which was telecasted on Singapore's free-to-air channel, MediaCorp Channel 8. It will make its debut on 29 May 2012. This drama serial consists of 20 episodes, and will be screened on every weekday night at 9:00 pm.","['drama', 'comedy', 'romance']",ts39465,tt7131690,['SG'],2012,Yours Fatefully,SHOW,6.7,15,44,1,1.796,6
TV-Y,"Love, Now is a 72 episode Taiwanese idol romance drama television series created and developed by SETTV. It stars Annie Chen, George Hu as the main leads and Bobby Dou, Harry Chang from Taiwanese band Da Mouth and Vivi Lee as the supporting leads. The drama is set to debut on SETTV and ETTV on 31 October 2012. It ended its last episode on 5 March 2013 with 72 episodes",['drama'],ts69208,tt6273116,['TW'],2012,"Love, Now",SHOW,7.5,124,45,1,1.774,6.5
,"Akin and Mary meet for the first time at an airport where they accidentally bump into each other and mistakenly swap their identical phones . This leads to a destination mix up after they receive one another's text regarding a travel destination. Consequently, Akin ends up traveling to where Mary is supposed to go and vice versa. Neither knows about the swap until they have reached their opposite destinations and ""the phone"" stops ringing (In Mary's case) and ""Won't stop ringing"" (In Akins's case) . As a result of the phone swap, they agree to help carry out each other's missions, armed with the information and data on each other's phone. But it's not as easy as they both think as new obstacles and complications rise at every turn as they both struggle to adapt to their alien environment and situation. Mary has to walk in Akins shoes and represent him in a company meeting while Akin has to represent Mary in her the family meeting. This they do with hilarious results","['comedy', 'romance']",tm224577,tt2198109,['NG'],2012,Phone Swap,MOVIE,6.2,174,111,,1.968,5
,"â€œDarling, Something's Wrong with Your Headï¼‚ a story of forbidden love, is the first fiction feature set in Gaza in over 15 years. The film is a modern re-telling of the legendary tragic romance 'Majnun Layla', which was set in seventh century Arabia, when a poet named Qays fell in love with Layla. Driven by the intensity of his passion, Qays was known as 'Majnun Layla', which translates as 'madman for Layla'. In the contemporary setting, two students in the West Bank are forced to return home to Gaza, where their love defies tradition. To reach his lover, Qays graï¬ƒti's poetry across town.","['drama', 'romance', 'war', 'european']",tm172504,tt1670646,"['PS', 'NL', 'US', 'AE']",2011,"Darling, Something's Wrong with Your Head",MOVIE,6.7,133,78,,1.666,5.8
TV-MA,"A gangster family epic set in 1919 Birmingham, England and centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby, who means to move up in the world.","['crime', 'drama', 'european']",ts20110,tt2442560,['GB'],2013,Peaky Blinders,SHOW,8.8,511668,58,6,1038.077,8.558
TV-MA,"The story of Claire Randall, a married combat nurse from 1945 who is mysteriously swept back in time to 1743, where she is immediately thrown into an unknown world where her life is threatened. When she is forced to marry Jamie, a chivalrous and romantic young Scottish warrior, a passionate affair is ignited that tears Claire's heart between two vastly different men in two irreconcilable lives.","['scifi', 'romance', 'drama', 'fantasy']",ts20837,tt3006802,['US'],2014,Outlander,SHOW,8.4,156114,60,6,101.42,8.2
TV-MA,"Several hundred years ago, humans were nearly exterminated by Titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest Titans. Flash forward to the present and the city has not seen a Titan in over 100 years. Teenage boy Eren and his foster sister Mikasa witness something horrific as the city walls are destroyed by a Colossal Titan that appears out of thin air. As the smaller Titans flood the city, the two kids watch in horror as their mother is eaten alive. Eren vows that he will murder every single Titan and take revenge for all of mankind.","['action', 'scifi', 'animation', 'horror', 'drama', 'fantasy']",ts20682,tt2560140,['JP'],2013,Attack on Titan,SHOW,9,325381,24,4,85.661,8.6
TV-14,"A spin-off from The Vampire Diaries and set in New Orleans, The Originals centers on the Mikaelson siblings, otherwise known as the world's original vampires: Klaus, Elijah, and Rebekah. Now Klaus must take down his protÃ©gÃ©, Marcel, who is now in charge of New Orleans, in order to re-take his city, as he originally built New Orleans. Klaus departed from the city after being chased down by his father Mikael, while it was being constructed and Marcel took charge. As Klaus has returned after many years, his ego has provoked him to become the king of the city. ""Every King needs an heir"" says Klaus, accepting the unborn child. The child is a first to be born to a hybrid and a werewolf.","['scifi', 'drama', 'fantasy', 'horror']",ts20824,tt2632424,['US'],2013,The Originals,SHOW,8.3,133406,43,5,114.436,8.6
TV-14,"Raymond ""Red"" Reddington, one of the FBI's most wanted fugitives, surrenders in person at FBI Headquarters in Washington, D.C. He claims that he and the FBI have the same interests: bringing down dangerous criminals and terrorists. In the last two decades, he's made a list of criminals and terrorists that matter the most but the FBI cannot find because it does not know they exist. Reddington calls this ""The Blacklist"". Reddington will co-operate, but insists that he will speak only to Elizabeth Keen, a rookie FBI profiler.","['thriller', 'drama', 'crime']",ts1639,tt2741602,['US'],2013,The Blacklist,SHOW,8,242640,43,9,227.557,7.6
TV-PG,"The cart comes way before the horse in the reality series ""Married at First Sight."" Based on a hit Danish format, ""Married..."" features people who agree to participate in an extreme experiment: Each covenants legal marriage with a complete stranger. Specialists -- including a spiritualist, a relationship coach and a sociologist -- use scientific matchmaking methods to determine each couple, who will not have met or had contact with each other until the wedding day. The series then documents the relationships, including honeymoons and other relatable events of married life. After several weeks, each couple must decide whether to remain together or go their individual ways.","['reality', 'romance', 'european']",ts20351,tt3868860,['US'],2014,Married at First Sight,SHOW,6.1,2021,64,15,15.176,5.6
TV-14,"After a particle accelerator causes a freak storm, CSI Investigator Barry Allen is struck by lightning and falls into a coma. Months later he awakens with the power of super speed, granting him the ability to move through Central City like an unseen guardian angel. Though initially excited by his newfound powers, Barry is shocked to discover he is not the only ""meta-human"" who was created in the wake of the accelerator explosion -- and not everyone is using their new powers for good. Barry partners with S.T.A.R. Labs and dedicates his life to protect the innocent. For now, only a few close friends and associates know that Barry is literally the fastest man alive, but it won't be long before the world learns what Barry Allen has become...The Flash.","['drama', 'scifi', 'family', 'animation', 'action']",ts11188,tt3107288,['US'],2014,The Flash,SHOW,7.6,341393,42,8,537.156,7.8
PG,"A young Peruvian bear travels to London in search of a new home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family.","['comedy', 'family', 'fantasy', 'animation', 'european']",tm140389,tt1109624,"['US', 'FR', 'GB']",2014,Paddington,MOVIE,7.2,113735,95,,34.868,7.1
TV-14,"Mary, Queen of Scots, faces political and sexual intrigue in the treacherous world of the French court.","['drama', 'fantasy', 'history']",ts20248,tt2710394,['US'],2013,Reign,SHOW,7.5,47751,42,4,50.864,8
R,"When carefree teenager Jay sleeps with her older boyfriend for the first time, she learns that she is the latest recipient of a fatal curse that is passed from victim to victim via sexual intercourse. Death, Jay learns, will creep inexorably toward her as either a friend or a stranger. Jay's friends don't believe her seemingly paranoid ravings, until they too begin to see the phantom assassins and band together to help her defend herself.","['horror', 'thriller']",tm150928,tt3235888,['US'],2014,It Follows,MOVIE,6.8,236513,101,,123.984,6.559
PG-13,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.","['thriller', 'drama', 'war']",tm140877,tt2084970,"['GB', 'US']",2014,The Imitation Game,MOVIE,8,756254,113,,49.673,8
TV-14,"100 years in the future, when the Earth has been abandoned due to radioactivity, the last surviving humans live on an ark orbiting the planet â€” but the ark won't last forever. So the repressive regime picks 100 expendable juvenile delinquents to send down to Earth to see if the planet is still habitable.","['scifi', 'drama', 'action']",ts8146,tt2661044,['US'],2014,The 100,SHOW,7.6,245631,42,7,217.82,7.9
R,A biographical drama centered on the rivalry between Formula 1 drivers James Hunt and Niki Lauda during the 1976 Formula One motor-racing season.,"['drama', 'action', 'sport', 'european']",tm176864,tt1979320,"['US', 'DE', 'GB']",2013,Rush,MOVIE,8.1,471586,123,,29.759,7.7
R,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.","['thriller', 'crime', 'drama']",tm151663,tt2872718,['US'],2014,Nightcrawler,MOVIE,7.8,531779,118,,57.276,7.7
TV-14,"In the most ambitious dating experiment ever attempted, a group of gorgeous single women and guys are put through an extensive and scientific matchmaking process to find their Perfect Match.",['reality'],ts16045,tt3484274,['US'],2014,Are You The One?,SHOW,6.4,2528,41,8,9.479,5.9
PG-13,"A young boy whose parents just divorced finds an unlikely friend and mentor in the misanthropic, bawdy, hedonistic, war veteran who lives next door.","['comedy', 'drama']",tm145655,tt2170593,['US'],2014,St. Vincent,MOVIE,7.2,102820,102,,18.905,7.1
R,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.","['horror', 'thriller']",tm160621,tt1457767,['US'],2013,The Conjuring,MOVIE,7.5,496484,112,,221.925,7.533
TV-14,"Everyone knows the name Commissioner Gordon. He is one of the crime world's greatest foes, a man whose reputation is synonymous with law and order. But what is known of Gordon's story and his rise from rookie detective to Police Commissioner? What did it take to navigate the multiple layers of corruption that secretly ruled Gotham City, the spawning ground of the world's most iconic villains? And what circumstances created them â€“ the larger-than-life personas who would become Catwoman, The Penguin, The Riddler, Two-Face and The Joker?","['drama', 'scifi', 'thriller', 'action', 'crime']",ts20292,tt3749900,['US'],2014,Gotham,SHOW,7.8,227760,43,5,106.651,7.6
PG,"Five years have passed since Hiccup and Toothless united the dragons and Vikings of Berk. Now, they spend their time charting unmapped territories. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider who turns out to be Hiccup's mother, Valka. Hiccup and Toothless then find themselves at the center of a battle to protect Berk from a power-hungry warrior named Drago.","['action', 'animation', 'comedy', 'family', 'fantasy']",tm134967,tt1646971,['US'],2014,How to Train Your Dragon 2,MOVIE,7.8,330975,102,,134.7,7.67
R,An everyday man has only three and a half days and limited resources to discover why he was imprisoned in a nondescript room for 20 years without any explanation.,"['action', 'drama', 'thriller']",tm183523,tt1321511,['US'],2013,Oldboy,MOVIE,5.7,75728,104,,20.164,5.9
TV-MA,"Set in present day Washington, D.C., House of Cards is the story of Frank Underwood, a ruthless and cunning politician, and his wife Claire who will stop at nothing to conquer everything. This wicked political drama penetrates the shadowy world of greed, sex and corruption in modern D.C.",['drama'],ts6,tt1856010,['US'],2013,House of Cards,SHOW,8.7,497650,52,6,33.936,8.1
PG-13,"In the late 1950s and early '60s, artist Walter Keane achieves unbelievable fame and success with portraits of saucer-eyed waifs. However, no one realizes that his wife, Margaret, is the real painter behind the brush. Although Margaret is horrified to learn that Walter is passing off her work as his own, she is too meek to protest too loudly. It isn't until the Keanes' marriage comes to an end and a lawsuit follows that the truth finally comes to light.","['drama', 'documentation', 'romance', 'crime']",tm148147,tt1126590,"['CA', 'US']",2014,Big Eyes,MOVIE,7.2,51,106,,11.98,6.998
